something,I have _ _ _ _ _ _ _ _ _ to ask you.某事
sometimes,_ _ _ _ _ _ _ _ _ I play basketball before I go to school.有時候
somewhere,We are looking for _ _ _ _ _ _ _ _ _ to stay.某處
son,"This is my oldest _ _ _, Harry.兒子"
song,“Last Christmas” is a love _ _ _ _.歌曲
soon,I will be back _ _ _ _.很快；不久
sore,My feet were _ _ _ _ from walking so far.疼痛的
sorry,I’m _ _ _ _ to hear that sad news.遺憾的；抱歉的
sound,Your voice _ _ _ _ _s terrible. You must have a cold聲音
soup,Mom is making some chicken _ _ _ _.湯
south,A typhoon is coming from the _ _ _ _ _.南方
space,There is not enough _ _ _ _ _ for my clothes in the closet.空間
spaghetti,_ _ _ _ _ _ _ _ _ is one of my favorite Western foods.義大利麵
speak,_ _ _ _ _ louder. The teacher cannot hear you.說話
special,Dad is cooking something _ _ _ _ _ _ _ for Mom’s birthday.特別的
spell,Please _ _ _ _ _ your full name.拼字
spend,He_ _ _ _ _ a lot of time reading.花（錢；時間）
spider,She screamed when she saw a _ _ _ _ _ _ on her bed.蜘蛛
spoon,You should use a _ _ _ _ _ to eat your soup.湯匙
sport,I think the most popular _ _ _ _ _ in the world is soccer.運動
spring,Leaves and plants start to grow again in _ _ _ _ _ _.春天
square,A _ _ _ _ _ _ has four equal sides.正方形
stairs,I helped an old lady up the _ _ _ _ _ _.樓梯
stamp,You need a _ _ _ _ _ to mail your letter.郵票
stand,We should _ _ _ _ _ up when answering the teacher’s questions.站立
star,There are many _ _ _ _s in the sky.星星
start,When did you _ _ _ _ _ to learn English?開始
station,I drove her to the train _ _ _ _ _ _ _.車站
stay,"Claire wanted to _ _ _ _, but I wanted to go home.停留"
steak,I want to have _ _ _ _ _ for dinner.牛排
still,I was _ _ _ _ _ hungry after eating the hamburger.仍然
stomach,Don’t do exercise on a full _ _ _ _ _ _ _.胃
stop,The police officer _ _ _ _ped the fight.停止
store,There is a new _ _ _ _ _ on the corner.商店
story,My mother reads _ _ _ _ _ _s to me before I go to sleep.故事
straight,I can ride my bicycle in a _ _ _ _ _ _ _ _ line.直的
strange,Did you hear that _ _ _ _ _ _ _ sound?奇怪的
stranger,My mother always tells me not to talk to _ _ _ _ _ _ _ _s.陌生人
strawberry,I love to put _ _ _ _ _ _ _ _ _ _ _s on my pudding.草莓
street,You can see a _ _ _ _ _ _ map of Taipei online.街道
strong,"In New York, Winter winds are _ _ _ _ _ _ and cold.強勁的；堅強的"
student,The _ _ _ _ _ _ _s gave the teacher a surprise on Teacher’s Day.學生
study,"If I _ _ _ _ _ hard, I will get good grades .研讀；學習"
stupid,I’m _ _ _ _ _ _. I’m always make the same mistakes笨的
subject,What is your favorite _ _ _ _ _ _ _?科目
seccessful,Mr. Green is a _ _ _ _ _ _ _ _ _ _ bussinessman.成功的
sugar,I want some _ _ _ _ _ in my coffee.糖
summer,_ _ _ _ _ _ is my favorite season bucause I can eat ice cream.夏天
sun,She was sitting in the _ _ _ to keep warm.太陽
Sunday,We go swimming on _ _ _ _ _ _s.星期日
sunny,I like to go running on _ _ _ _ _ days.晴朗的
supermarket,Tina went to the _ _ _ _ _ _ _ _ _ _ _ to get some bread and eggs.超級市場
sure,I’m not _ _ _ _ about the trip to Taichung.確定的
surf,Do you know how to _ _ _ _?衝浪
surprise,He _ _ _ _ _ _ _ed everyone by winning the race.使…驚訝
surprised,Lucy was _ _ _ _ _ _ _ _ _ that Mary was going to abroad to study.感到驚訝的
sweater,Cindy loves to wear _ _ _ _ _ _ _s in winter.毛衣
sweet,This cake is too _ _ _ _ _ for me.甜的
swim,He _ _ _ _s every morning before going to work.游泳
swing,There is a girl sitting on a _ _ _ _ _ in the park.鞦韆
table,"The _ _ _ _ _ is lovely, but it is too small to be a dinner table.桌子"
tail,"I like my dog very much. He has a cute, short _ _ _ _.尾巴"
Taiwan,"_ _ _ _ _ _ is a small, beautiful island.台灣"
take,_ _ _ _ an umbrella with you. It’s raining outside.拿
talk,I need to _ _ _ _ to you. Do you have a minute?談話
tall,My little sister is much _ _ _ _er than me.高的
tape,I need some _ _ _ _ to wrap the present.膠帶
taste,This cookie_ _ _ _ _s good.品嚐
taxi,"I was late for work, so I took a _ _ _ _.計程車"
tea,I usually drink _ _ _ after dinner.茶
teach,Please_ _ _ _ _ me how to play chess.教
teacher,I want to be a _ _ _ _ _ _ _.教師
team,My friend Tim is on the school basketball _ _ _ _.團隊
teenager,"When I was a _ _ _ _ _ _ _ _, I dyed my hair orange.青少年"
telephone,I take on the _ _ _ _ _ _ _ _ _ all the day.電話
television,We always watch _ _ _ _ _ _ _ _ _ _ ( _ _ ) at dinner time.電視
tell,Terry _ _ _ _ me a story about his grandpa.告訴
temple,There is an ancient _ _ _ _ _ _ in my town.寺廟
ten,_ _ _ people play in a basketball team.十
tennis,We play _ _ _ _ _ _ every Saturday.網球
tenth,There is a movie theater on the _ _ _ _ _ floor.第十（的）
terrible,He couldn’t eat the meal because it tasted _ _ _ _ _ _ _ _.糟糕的；可怕的
test,Most students don’t like to take _ _ _ _s.考試；測試
than,He is older _ _ _ _ me.比
thank,The old man _ _ _ _ _ed me for helping him carry the bags.謝謝
that,"Tim sits at this desk, and I sit at _ _ _ _ one.那個"
the,This is _ _ _ best picnic I have ever been on.這；那
theater,The movie is showing at all the local _ _ _ _ _ _ _s.戲院
then,"Let mf finish this job, _ _ _ _ we can go.然後"
there,The book you are looking for is over _ _ _ _ _.那裡
these,_ _ _ _ _ books are not mine.這些
they,I don’t like Elsa and John because _ _ _ _ are rude.他們
thick,The book is very _ _ _ _ _. It has almost two thousands pages.厚的
thin,She looks _ _ _ _ner than before.瘦的；細的
thing,Emma doesn’t eat sweet_ _ _ _ _s.東西；事情
think,Who do you _ _ _ _ _ stole the bike?認為；思考
third,He was the _ _ _ _ _ student to win tickets to see the movie.第三（的）
thirsty,I was _ _ _ _ _ _ _ after all that running.口渴的
thirteen,Some people say _ _ _ _ _ _ _ _ is an unlucky number.十三
thirteenth,My brother’s birthday is on the _ _ _ _ _ _ _ _ _ _ of October.第十三（的）
thirty,I hope I can have my own car when I am _ _ _ _ _ _.三十
this,"_ _ _ _ glass is mine, and that one is yours.這個"
those,_ _ _ _ _ people are waiting to get on the bus.那些
though,"_ _ _ _ _ _ it was time for me to go to bed, I did not want to.雖然"
thousand,My parents give me two _ _ _ _ _ _ _ _ NT dollars a month.千
three,I have _ _ _ _ _ brothers and one sister.三
throat,Talking for two hours has given me a sore throat.喉嚨
throw,My best friend and I like to _ _ _ _ _ around a baseball after school.丟
Thursday,I have art class every _ _ _ _ _ _ _.星期四
ticket,How much is a train _ _ _ _ _ _ from Taichung to Taipei?票券
tidy,Jenny likes to keep her bedroom clean and _ _ _ _.整齊的
tie,He _ _ _d his dog to a tree in case it ran away.繫；綁
tiger,"A _ _ _ _ _ is a large, strong animal.老虎"
time,I want to spent more _ _ _ _ with my family and friends.時間
tired,I am always _ _ _ _ _ after work.疲倦的
to,It takes ten minutes _ _ get _ _ the bookstore from here.到；至
toast,I had _ _ _ _ _ and eggs for breakfast.吐司
today,_ _ _ _ _ is my birthday.今天
toe,These new shoes hurt my _ _ _s.腳趾
together,Joe and I will go to the movies _ _ _ _ _ _ _ _.一起
tomato,_ _ _ _ _ _es are not vegetables they are fruits.番茄
tomorrow,I can’t wait to go to school _ _ _ _ _ _ _ _!明天
tonight,_ _ _ _ _ _ _ will be my first time eating Thai food.今晚
too,"Mike wanted to go home early, and I did _ _ _.也；太"
tooth,Brush your _ _ _ _ _ at least two times a day.牙齒
top,An apple fell on _ _ _ of my head.頂端
total,The _ _ _ _ _ number of cakes we ordered for the party was fifty.總計
touch,Don’t _ _ _ _ _ the plate. It’s very hot.碰觸
towel,I need a _ _ _ _ _ to dry my self.毛巾
town,There is not much traffic in this small _ _ _ _.城鎮
toy,The boy wanted his mother to buy a new _ _ _ for him.玩具
traffic,The _ _ _ _ _ _ _ was very heavy this morning.交通
train,Did you get here by _ _ _ _ _ or by bus?火車
trash,"Can you take out the _ _ _ _ _, please?垃圾"
treat,Mr. Ali _ _ _ _ _s all his students the same.對待
tree,Look! There is a bird in the _ _ _ _.樹
trick,They always liked to play _ _ _ _ _s on each other.惡作劇
trip,My class will go on a _ _ _ _ to Canada next.短程旅行
trouble,"If you don’t hand in the paper on time, you’ll be in big trouble_ _ _ _ _ _ _.麻煩"
truck,They carry eggs by _ _ _ _ _.卡車
TRUE,Let me tell you a _ _ _ _ story of my own.真的
try,Please _ _ _ to be on time for school today.嘗試
T-shirt,You shouldn’t wear a _-_ _ _ _ to work.T恤
rub,Can you fill the _ _ _ with warm water for me?浴缸；盆
Tuesday,She works from home on _ _ _ _ _ _ _s.星期二
turkey,It’s a tradition to eat _ _ _ _ _ _ at Christmas in the US.火雞
turn,Megan _ _ _ _ed around and saw her cat chasing a mouse.轉變
turtle,A _ _ _ _ _ _ has a soft body and a hard shell on its back.烏龜
twelfth,Our school party is on the _ _ _ _ _ _ _ of October.第十二（的）
twelve,There are _ _ _ _ _ _ months in a year.十二
twentieth,"On her _ _ _ _ _ _ _ _ _ birthday, she got a new car from her dad.第二十（的）"
twenty,She has already read _ _ _ _ _ _ books this week.二十
twice,I have seen that movie _ _ _ _ _.兩次
two,I had _ _ _ sandwiches for lunch today.二
type,What _ _ _ _ of books do you read?種類
typhoon,June to October is the _ _ _ _ _ _ _ season in Taiwan.颱風
umbrella,You can close your _ _ _ _ _ _ _ _. The rain has stopped.雨傘
uncle,I became an _ _ _ _ _ last month.伯父；叔父
under,I think I left my shoes _ _ _ _ _ the coffee table.在…之下
understand,I don’t _ _ _ _ _ _ _ _ _ _ this question.了解
unhappy,I was very _ _ _ _ _ _ _ with your work.不高興的；不快樂的
uniform,I don’t like to wear _ _ _ _ _ _ _ to school.制服
until,You look tired. Leave the work _ _ _ _ _ tomorrow.直到
up,Please put all the books _ _ on the shelf.向上
the US,My younger sister was born in _ _ _  _ _ _.美國
the USA,My younger sister was born in _ _ _  _ _ _.美國
use,You can _ _ _ my pen.使用
useful,This is a _ _ _ _ _ _ book for beginners.有用的
usually,My father _ _ _ _ _ _ _ comes home from work at 7 p.m.通常
vacation,They’re in Australia on _ _ _ _ _ _ _ _.假期
vegetable,He likes _ _ _ _ _ _ _ _ _s and fish.蔬菜
very,The soup is _ _ _ _ hot. Don’t eat it now.非常
vest,Grandpa always wears a _ _ _ _ in winter.背心
video,I can’t watch any _ _ _ _ _s until I finish my homework.影音影片
violin,My mother has played the _ _ _ _ _ _ for 25 years.小提琴
visit,I’m going to _ _ _ _ _ my sick aunt in the hospital.拜訪；參觀
voice,All my teachers use a loud _ _ _ _ _ when teaching.聲音
wait,We _ _ _ _ed thirty minutes for the bus.等待
waiter,The _ _ _ _ _ _ is taking our order.男服務生
waitress,Being a _ _ _ _ _ _ _ _ at this restaurant is only her part- time job.女服務生
wake,I _ _ _ _ up this morning and fourd my room full of water.醒來
walk,"When it’s a nice day, I _ _ _ _ to work.走路"
wall,Hang that picture on the _ _ _ _.牆壁
wallet,Oh no! I left my _ _ _ _ _ _ in the car.皮夾
want,Vicky _ _ _ _s a VR game for Christmas.想要
warm,It is _ _ _ _ in winter in Laohsiung.溫暖的
wash,I _ _ _ _ my clothes on Sunday.洗滌
watch,I didn’t _ _ _ _ _ TV last night.看
water,"Bring me a glass of _ _ _ _ _, please.水"
watermelon,_ _ _ _ _ _ _ _ _ _s are one of the largest fruits.西瓜
wave,My friend is going to the beach to ride the _ _ _ _s.海浪；揮手
way,Which _ _ _ would you like to go?道路；方法
we,_ _ have to finish this work today.我們
weak,I feel _ _ _ _ because I didn’t eat anything today.虛弱的
wear,Tracy is _ _ _ _ing a simple white dress.穿
weather,The _ _ _ _ _ _ _ gets hotter in the summer.天氣
Wednesday,My birthday will be on a _ _ _ _ _ _ _ _ _ this year.星期三
week,I visit my grandparents every _ _ _ _.星期；週
weekend,I like to relax at home on the _ _ _ _ _ _ _.週末
welcome,_ _ _ _ _ _ _ to Taiwan.歡迎
well,I can’t go to school today because I don’t feel _ _ _ _.健康的；好的
west,The sun goes down in the _ _ _ _.西方
wet,It was raining so hard that was really _ _ _.濕的
whale,"_ _ _ _ _s can swim, but they are not fish.鯨魚"
what,_ _ _ _ are you doing in my room?什麼
when,_ _ _ _ will you leave for New York?何時
where,_ _ _ _ _ is my jacket?何處
whether,Ask him _ _ _ _ _ _ _ he can come or not.是否
which,"_ _ _ _ _ shirt do you prefer, the green one or the white one?哪一個"
white,He looks great in _ _ _ _ _ shirts.白色的
who,_ _ _ is the movie star you would most like to meet?誰
whose,"I don’t know _ _ _ _ _ bag this is, so I will leave it here.誰的"
why,_ _ _is there so much traffic on a Wednesday afternoon?為什麼
wife,She is a good _ _ _ _. She takes good care of her husband.妻子
will,I _ _ _ _ call you if I find the book.將會...
win,He _ _ _ the tennis game at last.贏
wind,My hat was blown away by the _ _ _ _.風
window,Is it okay if I open the _ _ _ _ _ _?窗戶
windy,It was a _ _ _ _ _ afternoon.多風的
winter,It usually snows here in _ _ _ _ _ _.冬天
wise,The _ _ _ _ old man told me what to do.明智的
wish,I _ _ _ _ I had a computer.希望
with,I went to the beach _ _ _ _ my friends this weekend.和；與
without,I went to school _ _ _ _ _ _ _ books again!沒有
woman,Ms. Banks is a very nice _ _ _ _ _.女人
wonderful,My aunt is a _ _ _ _ _ _ _ _ _ cook.極好的
word,Please use some new _ _ _ _s to make a sentence.字
work,You should _ _ _ _ harder.工作
workbook,Please open the _ _ _ _ _ _ _ _ to page 21.作業本
worker,This company needs more _ _ _ _ _ _s to finish  the project.工人
world,Mandy took a year off to travel around the _ _ _ _ _.世界
worry,Tom always studies hard. He never _ _ _ _ies about exams.擔心
write,It takes time and hard work to _ _ _ _ _ a good report.寫
writer,I want to be a famous _ _ _ _ _ _ in the future.作家
wrong,"I’m sorry, all your answers were _ _ _ _ _.錯誤的"
yard,My dog is playing in the _ _ _ _.庭院
year,Dad has worked in Beijing for _ _ _ _s.年
yellow,"In Taiwan, taxis are _ _ _ _ _ _.黃色的"
yes,"Is he your students? _ _ _, he is.是否"
yesterday,I went out with friends _ _ _ _ _ _ _ _ _.昨天
yet,He has not found his library card _ _ _.尚未
you,I remember _ _ _! We were classmates in high school.你（們）
young,Mom looks very _ _ _ _ _ for her age.年輕的
yummy,This chocolate cakes tastes _ _ _ _ _.好吃的
zebra,There’s a _ _ _ _ _ standing beside the river.斑馬
zero,I don’t want to get a _ _ _ _ on my exam.零
zoo,We took the children to the _ _ _ to see the penguins.動物園
